Claim Number,Claim Amount,Close Amount,Disposition
5CLKCIG5UX,1000.0,0.0,Deny
XPWPW2LGMI,238.0,119.0,Settle
29VGHJ7IG8,112.0,112.0,Approve in Full
D0GZJIOHPF,200.0,200.0,Approve in Full
6HBFZDJA9Y,200.0,0.0,Deny
U97P8SB4Z3,48.0,0.0,Deny
IGLSJ0BKB6,180.0,0.0,Deny
DWLGRXOLAG,202.75,129.89,Settle
DI6UJ318S3,10.0,10.0,Approve in Full
OWYFSCZQW2,2288.64,0.0,Deny
D8MH8P9H4J,200.0,0.0,Deny
MC4OGDJDK4,101.4,101.4,Approve in Full
QFBNN8W2KZ,28.0,28.0,Approve in Full
F6OCKD05YL,151.26,62.99,Settle
JTLQ26W5P4,6.0,6.0,Approve in Full
OWB1Z7HZDS,100.0,0.0,Deny
JO3WVD5HVO,124.25,0.0,Deny
929VPDEBP7,10.0,10.0,Approve in Full
QZUHDQMAFS,1499.0,0.0,Deny
1CEKV43CBQ,4174.0,0.0,Deny
2T5AVFFYR7,439.0,20.0,Settle
Q019SR3HIO,31.1,31.1,Approve in Full
9J6JE3ZMUX,158.99,158.99,Approve in Full
LTSYVULTMH,20.0,20.0,Approve in Full
UQVJ7C2GPP,9.45,9.45,Approve in Full
FLIM54EN37,397.1,241.78,Settle
430LTEHPFL,19.0,0.0,Deny
AWQHX72200,500.0,0.0,Deny
L90RFZKC4W,200.0,0.0,Deny
NT6LMEK0LA,10.8,0.0,Deny
TYDG0QARI0,14.7,14.7,Approve in Full
L7TY3F0R66,250.0,0.0,Deny
327J20CHRI,75.0,0.0,Deny
42O4GKESG0,85.0,0.0,Deny
3QEFQENOUM,12.0,0.0,Deny
DWIL2787OQ,130.48,65.24,Settle
RM7D8C4RW6,128.34,128.34,Approve in Full
PS3VLUNZ63,575.0,287.5,Settle
A62SW3ZORU,3000.0,0.0,Deny
V7ASWONCFC,91.9,64.33,Settle
QOAWQ4A13I,399.99,0.0,Deny
GQBX6E2CAF,235.0,0.0,Deny
WUXE5JA9ZZ,175.0,0.0,Deny
5PD9TPUZ8D,172.2,0.0,Deny
IY5YV02JC3,600.0,0.0,Deny
9YLQBCP2Y0,160.0,0.0,Deny
Z7VX25BNRR,11600.0,0.0,Deny
ADQSGIQ2XS,200.0,200.0,Approve in Full
UPC2V7P4HF,850.96,0.0,Deny
I1RRCTI9VC,300.0,0.0,Deny
V0N48TWC9P,85.0,85.0,Approve in Full
VLB2GI9LLL,1287.74,0.0,Deny
JLTQZAZMWM,428.5,428.5,Approve in Full
AOKR9YTYLN,50.0,0.0,Deny
Y8QYKPUO8O,368.0,368.0,Approve in Full
T74MJ2JXQ3,285.5,0.0,Deny
IRZD6D37WV,399.37,399.37,Approve in Full
A4KP4AKW6T,1586.0,806.63,Settle
6E54ESSV2E,7.71,7.71,Approve in Full
7JIOZC6XOR,339.95,0.0,Deny
Z2BJ0X6M2E,42.1,0.0,Deny
FKMO0ROCR1,1958.1,0.0,Deny
3JAYUR6V0R,213.0,0.0,Deny
6ERP93EUVF,129.15,64.58,Settle
JHU57C472U,50.0,50.0,Approve in Full
QE94QU48H1,20.0,20.0,Approve in Full
J1UP5E05SN,721.11,721.11,Approve in Full
1FW5EH8175,600.0,0.0,Deny
3NVGPZDA7L,20.0,0.0,Deny
60LM67S1SU,592.0,488.34,Settle
H8Y901DNOG,12.99,12.99,Approve in Full
50CKHITSWI,82.95,0.0,Deny
T4G68ZWZUT,74.69,0.0,Deny
Q4MXHCXLJG,159.95,0.0,Deny
8RX7YOB554,1810.26,0.0,Deny
O82VLQ6NB5,23.69,0.0,Deny
N3R1Z2MWGH,510.0,510.0,Approve in Full
QUBGVPDHYJ,75.0,37.5,Settle
P2ZAYN7NA9,216.08,0.0,Deny
OHLM7XM9WH,20.0,20.0,Approve in Full
8DMQLAGMO4,72.89,0.0,Deny
C606KFY8I1,535.0,0.0,Deny
Z3KVCPYXJC,19.55,19.55,Approve in Full
K9V3L9T5HW,350.0,0.0,Deny
EWS3N2OGNO,10.99,0.0,Deny
4DSWNJ4UPW,150.0,0.0,Deny
5LTVVFRF51,50.0,12.5,Settle
HC65GHC1NX,174.96,174.96,Deny
YYNDS6L96I,497.0,168.0,Settle
8C7J4W5MTZ,30.0,0.0,Deny
CTE44CRRNQ,200.0,100.0,Settle
GVHSEN0XHM,162.23,0.0,Deny
1HTZZE8FUA,250.0,150.0,Settle
TA9W989LG2,149.0,90.0,Settle
V5UCAYCZUA,6710.0,0.0,Deny
12GED3GQPB,50.0,50.0,Approve in Full
V25ZZMJJGJ,29.95,0.0,Deny
SA52NV612W,80.0,40.0,Settle
MAFXUFSB84,400.0,0.0,Deny
E55ID61QHQ,150.0,119.73,Settle
DPQ84CJKJ0,12.0,0.0,Deny
6IZXRRSZ4W,150.0,75.0,Settle
EV6RJCPANT,77.0,77.0,Approve in Full
HYKMX38868,166.98,166.98,Approve in Full
B7SSLDLF23,2450.0,0.0,Deny
NFDRKP67ON,200.0,0.0,Deny
4G3BITM9PK,61.44,0.0,Deny
OT4LPRAP4C,289.5,290.0,Approve in Full
OJAX94XMHE,249.99,0.0,Deny
VYB6956IUV,847.14,0.0,Deny
4CNBFZ1XHN,35.0,35.0,Approve in Full
KH1N3EPLMM,470.0,0.0,Deny
DB0FJLKWPU,1500.0,0.0,Deny
C5J7VEQTWQ,3145.0,447.5,Settle
XNX2AE83MC,156.75,156.75,Approve in Full
HLG4MYA2CK,37.8,37.8,Approve in Full
P58WP6N0X1,2207.31,0.0,Deny
PGB55Y698O,9.0,9.0,Approve in Full
NWCPXMXEGY,65.76,0.0,Deny
6ZQK63UWD0,37.43,37.43,Approve in Full
1INXRIS1S1,10.0,10.0,Approve in Full
ZH99QQ4I34,3050.0,0.0,Deny
XS6VUK0BS2,93.72,0.0,Deny
M8S4JBTUR0,237.53,0.0,Deny
XPC5OVR8TA,5000.0,0.0,Deny
F2JYBQ618T,158.0,0.0,Deny
7JCB1Z5X2V,412.23,213.77,Settle
1ZVMLFVRD0,100.0,50.0,Settle
SNTX8TSSIP,100.0,0.0,Deny
PNFLVGXEAI,14.84,0.0,Deny
OU21AEMT83,24.99,24.99,Approve in Full
XB1W5FNGG1,262.5,226.8,Settle
83SSWWS2D8,25.0,0.0,Deny
J6P02QCIGK,63.59,63.59,Approve in Full
8DQXZQIK5D,525.0,125.0,Settle
NKEETKAZ2D,200.0,100.0,Settle
GIUIP6GWTN,999.0,0.0,Deny
VRNBFV070F,139.0,139.0,Approve in Full
J18O26B2YR,525.0,367.5,Settle
0BOSNEMBLK,59.99,0.0,Deny
78TI66MMRM,350.0,0.0,Deny
X1PPKBGC3I,325.0,0.0,Deny
CNT4JYZWNS,165.0,50.0,Settle
U7441BFDUG,64.19,64.19,Approve in Full
SSEPG0HJNA,167.0,167.0,Approve in Full
XV8Z6U55YT,17.25,0.0,Deny
XONZ79INUD,89.98,89.98,Approve in Full
18Y07VXYV3,1450.0,0.0,Deny
EI59XPV5V9,1813.99,0.0,Deny
QKMEWQDY0X,895.51,447.56,Settle
DMPURWRUXI,42.35,42.35,Approve in Full
1AG4RN2XX6,67.59,67.59,Approve in Full
P3GT93X522,1800.0,1800.0,Deny
EN90I2W7J2,40.0,0.0,Deny
1E7UVFKAWO,103.86,0.0,Deny
CZOERQ78BU,11800.0,0.0,Deny
I4G2LMFSYG,200.0,0.0,Deny
X56G4TVDGV,2700.0,2700.0,Deny
STWBZFXC8U,65.0,0.0,Deny
NGGQV9OOZS,366.47,117.8,Settle
22WYCN4LAC,52.95,0.0,Deny
O60O7OPV2B,24.5,12.5,Settle
6X3J6ZCA9D,188.0,0.0,Deny
F0HGOTXJSP,55.0,0.0,Deny
NA0WJLNWCP,40.0,0.0,Deny
DK97CC0GTG,399.0,0.0,Deny
RRP29MDH36,250.0,0.0,Deny
WRIR1IL6OW,740.0,370.0,Settle
68HHG6KLPY,36.0,18.0,Settle
8616EMNLC5,280.0,0.0,Deny
XCBFPZQ8LT,179.0,179.0,Approve in Full
X0KK934KBH,3731.47,0.0,Deny
D1ZS12ZZE8,65.0,65.0,Approve in Full
LA1TVUITAP,9.64,9.64,Approve in Full
9HE6KMPX68,75.0,75.0,Approve in Full
OPBI9TM296,4900.0,4900.0,Approve in Full
0V5RVEYUZZ,55.0,55.0,Approve in Full
VYCDRWDBGF,1000.0,0.0,Deny
DQZVC7WRL0,125.0,51.18,Settle
SLQDMG7V99,3000.0,0.0,Deny
TCPG3CQYEU,373.28,179.64,Settle
6XBK2OG0EZ,5000.0,0.0,Deny
GKBP5BVWZR,1000.0,0.0,Deny
CFTFY5RIOQ,685.84,0.0,Deny
2RNU74D6OK,34.9,34.9,Approve in Full
TL8HAT9TEK,59.63,0.0,Deny
1VJ106JAS7,200.0,0.0,Deny
6VIR6QSLDP,220.0,120.0,Settle
F07J0B6JS4,400.0,200.0,Settle
3Y2O0ENHWY,1100.0,0.0,Deny
9IAFPBTCPW,66.33,0.0,Deny
3YCPJ52NVM,600.0,0.0,Deny
5OJLKW40RB,21.2,21.2,Approve in Full
RB13K9JDB0,199.99,50.0,Settle
FPGKVZA8P5,42.6,42.6,Approve in Full
QIG24II53X,236.47,0.0,Deny
LJ3WOEE2WV,100.0,0.0,Deny
O7D1IOBXPN,1000.0,0.0,Deny
8E2HTHH8GW,63.0,31.5,Settle
A6WV78TPWO,110.42,110.42,Approve in Full
XWJP31UB27,90.0,0.0,Deny
J0PGEX23KN,500.0,50.0,Settle
7AM4ZWWYFE,100.0,100.0,Approve in Full
11ZQ3WMM9F,70.0,35.0,Settle
WQO75C49Z0,400.0,0.0,Deny
VZS7NRSRQT,296.2,296.2,Approve in Full
AAA8W0FRFR,200.0,0.0,Deny
1Y062S61ST,80.08,80.08,Approve in Full
DA0W0JQX1W,625.91,257.37,Settle
OBH9MG4865,2572.0,872.51,Settle
SYYNC8IH9A,1000.0,1000.0,Approve in Full
PQYZKA0GBW,14.0,14.0,Approve in Full
HFDURSFZ1U,251.15,125.58,Settle
4A8CTCXMN7,329.99,330.0,Approve in Full
UVORX369RE,49.95,49.95,Approve in Full
OBEARHFGFN,32.65,32.65,Approve in Full
PRFOIL9RA1,50.0,0.0,Deny
O56ZIYO9OB,366.77,366.77,Approve in Full
GV5B6COES5,1100.0,0.0,Deny
E5CMSA2B4B,242.0,0.0,Deny
2025TZQQG1,99.99,0.0,Deny
5D8WDLQH1H,29.68,29.68,Approve in Full
OESXHKEZRW,75.0,0.0,Deny
CSF2M66S64,1000.0,0.0,Deny
Z8E6EI2LQD,125.0,21.25,Settle
HS1LNOMGTX,125.0,125.0,Approve in Full
D8FHHRZ6QG,250.0,125.0,Settle
WNR0SK6BYI,87.0,0.0,Deny
69MB2I9R28,348.8,0.0,Deny
BGTEI4AWT9,135.9,0.0,Deny
66BFU92D0Y,605.0,0.0,Deny
UMRI57WX3D,500.0,0.0,Deny
M8W5GXDOBM,447.5,0.0,Deny
DNIWKIF8HF,75.95,0.0,Deny
MFTR2CADFU,2971.99,0.0,Deny
TDO4W50Y7R,90.0,0.0,Deny
2RBDGG0DEZ,54.0,54.0,Approve in Full
634288NZ1P,351.81,175.91,Settle
CWCTMEPVMT,499.95,499.95,Approve in Full
SR3DRD58SQ,270.0,0.0,Deny
FUGU24VMFW,500.0,0.0,Deny
3R82XW0RUY,5000.0,0.0,Deny
76PHIZR8PZ,1101.0,0.0,Deny
RGS9AFG6FA,1200.0,0.0,Deny
21EMIHGDF4,8.0,8.0,Approve in Full
KI2PV96YJX,138.97,0.0,Deny
C4MOR2LSTB,2500.0,0.0,Deny
DVCA098W6U,197.0,98.5,Settle
4L1K3NVGBA,410.0,0.0,Deny
PPZAEQE5ZD,76.0,76.0,Approve in Full
VNP5Z68AZI,301.75,0.0,Deny
FVJDECLF9M,79.64,0.0,Deny
S6DCSWQUY2,250.0,0.0,Deny
FAKQ3GDG01,207.0,207.0,Approve in Full
9M10GJEYKT,2000.0,0.0,Deny
LRI6GQD71Q,150.0,0.0,Deny
GBV10CMTSQ,69.0,0.0,Deny
DXQ1RMZZCE,374.47,374.47,Approve in Full
V6QXXEMWIT,100.0,0.0,Deny
LEGM47RW44,2014.0,0.0,Deny
WYI050NRF3,100.0,50.0,Settle
ZHCNUYPJ5Q,729.0,0.0,Deny
IHSLHGZEXP,150.0,50.0,Settle
FXN1GS8EJ9,426.39,0.0,Deny
MELXJAOZ27,350.0,0.0,Deny
0G46Q5QSTR,70.0,70.0,Approve in Full
ZVDXTI94RI,420.0,0.0,Deny
S3Q47IKHHJ,10.35,10.35,Approve in Full
0LZBHSKDX6,57.02,0.0,Deny
5JPC2YYOCU,99.99,99.99,Approve in Full
B4OMMCXK5O,140.0,70.0,Settle
I5D08GJ08K,361.97,0.0,Deny
KATNNV33XD,478.0,0.0,Deny
VK26XJMGG5,57.95,0.0,Deny
A18LKM9OFC,2000.0,0.0,Deny
KYFPKE1FFM,349.99,0.0,Deny
65BOSW3SJL,1208.17,0.0,Deny
Q2N8D9IL5F,1000.0,0.0,Deny
KXFZTABITV,22.21,22.21,Approve in Full
ZYTMUSLVNB,236.29,0.0,Deny
QECXD2BDHF,35.0,35.0,Approve in Full
87SARB4BQR,646.6,646.6,Approve in Full
1RQXWTGA5I,685.0,473.67,Settle
AX5LQCB0RL,6100.0,0.0,Deny
ZKW66Z8KBL,50.75,50.75,Approve in Full
0QILUAWUHH,203.95,0.0,Deny
GTULMAN38T,159.0,78.5,Settle
4KLQGH7LZV,12.75,9.5,Settle
FGAXE7ADC6,20.0,20.0,Approve in Full
GRSMLUK0KM,2088.64,0.0,Deny
88FBN3A0MA,120.0,120.0,Approve in Full
XGWSI5TNUT,373.42,0.0,Deny
GC0SSEBW65,2837.0,325.0,Settle
TVSRMEESN4,79.5,0.0,Deny
SY19SKZ8MT,900.0,0.0,Deny
OF1CV9F7F1,92.02,92.02,Approve in Full
NX6PX7BXHD,80.56,80.56,Approve in Full
QCQCWA34ST,7.0,0.0,Deny
8U7A45QKRK,456.97,456.97,Approve in Full
3O1V9D3IHC,15.07,15.07,Approve in Full
ASTSP5OTIU,160.0,0.0,Deny
5LZQO69A4U,58.99,58.99,Approve in Full
R6ZT44MRXJ,50.0,50.0,Approve in Full
SH6FZULJDW,55.0,55.0,Approve in Full
BO0L9R3TOP,20.0,0.0,Deny
S19LXA8TQP,1800.0,0.0,Deny
82E12YALNI,17.12,17.12,Approve in Full
CLADLEA60O,44.72,32.85,Settle
MM296WG3KN,750.74,469.77,Settle
ZLHEXFHM99,109.0,54.5,Settle
LHA5V77LP3,360.0,0.0,Deny
OHCUIVO6S6,39.99,39.99,Approve in Full
N02H0RK56T,737.11,0.0,Deny
OIGDUX86UC,6.84,0.0,Deny
9KBWIS3FJY,50.0,25.0,Settle
PCBU1DQXKI,24.72,24.72,Approve in Full
TC9RHF7WK8,2299.99,0.0,Deny
9XIWH53H8T,3075.78,0.0,Deny
IFKKPWMWX8,20.96,20.96,Approve in Full
M21496HPN4,1263.98,0.0,Deny
KRU1H6HWMR,500.0,50.0,Settle
OF4J1K9I50,145.0,145.0,Approve in Full
19A0FEB74Q,30.0,30.0,Approve in Full
TIK2KQN5DQ,2000.0,0.0,Deny
VBFM6G5G73,975.0,487.5,Settle
99XU9FJFIH,515.0,0.0,Deny
7R35B0IIY2,314.0,0.0,Deny
HFC3ZTKS8J,145.02,145.02,Approve in Full
TWEMHDQK1H,10.84,0.0,Deny
TFZMJ7OWQL,24.99,0.0,Deny
18NUE6W5EZ,60.0,60.0,Approve in Full
GF7W0PXW9Q,3000.0,0.0,Deny
LF8VU1K9Q3,1171.48,0.0,Deny
TWD29J1IVY,266.0,196.0,Settle
RFD4S4TMMR,53.97,26.99,Settle
06CP4O0X35,40.0,0.0,Deny
N7BALJ83AH,10.5,0.0,Deny
OY4084BESE,195.0,134.22,Settle
Q9EL04P6JS,719.0,0.0,Deny
7QG0LYLNGC,268.22,0.0,Deny
ZHSQN2A4V6,119.99,119.99,Approve in Full
5CE2TH02QO,1364.11,682.05,Settle
8T721BZFB5,375.0,0.0,Deny
UFD9YE3IRU,99.13,99.13,Approve in Full
GCKKW90NDD,160.0,160.0,Settle
0UIEKKW5LE,898.98,0.0,Deny
HUDJFRQS3Q,469.95,235.0,Settle
21SEZG2T0D,20.0,20.0,Approve in Full
X1OZWONNWJ,800.0,0.0,Deny
JJV6SUZVGD,110.96,55.48,Settle
NYRRF7O0E5,40.0,40.0,Approve in Full
E2J41UMJLE,240.0,0.0,Deny
6UHXRXLEG8,32.0,32.0,Approve in Full
PPCDZJLTW6,1628.55,0.0,Deny
CIOU59EFSX,55.31,0.0,Deny
9ZL9JT4IHQ,689.69,0.0,Deny
IONKFE2QHH,585.29,0.0,Deny
PBVV5N0ICJ,367.48,100.0,Settle
5LWR6DF1GN,23.47,23.47,Approve in Full
LV75SJXHOP,120.0,0.0,Deny
JWGG30D19L,152.0,152.0,Approve in Full
APAEQ07203,7060.0,0.0,Deny
MXJ1R0II5E,2980.0,0.0,Deny
ZJL11L95QI,2600.0,900.0,Settle
JREHKJ80ST,30.98,0.0,Deny
391MGS4MF9,16.15,16.15,Approve in Full
AYROU8EGZ0,1820.0,1820.0,Approve in Full
G7HX2715OL,100.0,0.0,Deny
OZVLK4WVVT,69.14,0.0,Deny
IX9HKJO82F,50.0,50.0,Approve in Full
SPRXQ9B3QM,1560.76,0.0,Deny
VVKFMLJF0J,500.0,500.0,Approve in Full
O25OKOK5CM,24.99,24.99,Approve in Full
JSKR12ZO1O,1899.96,1116.73,Settle
SWGXAH7EF1,86.95,86.95,Approve in Full
J0S80HO90Z,1692.95,1487.56,Settle
ICNFWMS8VM,139.95,0.0,Deny
7HF7IEIBVJ,1050.87,1050.87,Approve in Full
XQ8HF318C2,1300.0,0.0,Deny
DPQ7N5WUFK,424.84,254.9,Settle
D2GL2O4177,25.0,0.0,Deny
2FEMRYJK31,9.0,9.0,Approve in Full
I1JEO9V9FB,20.8,0.0,Deny
KRORWPOKXY,382.38,0.0,Deny
9MSVFX8444,15.0,15.0,Approve in Full
O8VUE1R9RV,1000.0,0.0,Deny
4G48BQMHG2,40.0,40.0,Approve in Full
DBW805512Q,275.0,137.5,Settle
OE6L76NSDN,250.0,125.0,Settle
1Y2WEBVDWQ,1505.8,0.0,Deny
1IQ8T92FP8,1233.31,558.23,Settle
JD90DW4AQ2,150.0,50.0,Settle
5R7UTGLDC0,20.0,20.0,Approve in Full
Y7SKPCVQMP,249.0,174.3,Settle
M049CDHFKN,269.99,119.36,Settle
EPBUEM4OBW,2500.0,0.0,Deny
1FTDDG9ZTC,488.25,0.0,Deny
7AUOU87D9Q,140.0,0.0,Deny
CTNNIB75RU,1365.0,0.0,Deny
SYWGNPF4VB,340.19,165.75,Settle
3L04NRORUX,254.98,0.0,Deny
A0TQDX2YVR,650.0,650.0,Approve in Full
RQ27NOFONW,1041.62,410.51,Settle
KY6786WCKI,12.0,12.0,Approve in Full
UCNBE9V9SY,528.0,0.0,Deny
QRWO77V0GS,180.0,180.0,Approve in Full
C8U6R0YB5Q,41.99,21.0,Settle
D0G78JTDDW,20.0,20.0,Approve in Full
YJVOA7X60M,10536.0,0.0,Deny
G20COT7POO,177.65,0.0,Deny
I42KMI3B8J,302.69,0.0,Deny
3GJW8EG22R,3329.96,1664.98,Settle
SFO7K0UZN1,198.0,188.1,Settle
2W6B4677TR,1525.0,0.0,Deny
PYPLCAAQ1E,800.0,0.0,Deny
2X5X2GJT0F,2000.0,1000.0,Settle
OXXNPF9S06,55.0,55.0,Approve in Full
3IKBF264WR,8.99,8.99,Approve in Full
16Y2QNRS52,80.0,0.0,Deny
OQ88UTP15C,195.29,0.0,Deny
68PTAXFV7Y,200.0,0.0,Deny
I9S969QAKG,44.94,22.5,Settle
6EQFZU83OL,228.0,0.0,Deny
KI079Q5LY9,829.99,0.0,Deny
PUMFGTAUJK,550.0,0.0,Deny
HZ0TYTW126,87.0,0.0,Deny
PRH9YEIV0U,258.98,57.3,Settle
J6S2LXIDPB,200.0,100.0,Settle
19DDYGJB9L,70.0,70.0,Approve in Full
QI2RRP21N5,275.0,275.0,Approve in Full
ZB298NEWPC,515.0,258.0,Settle
DFE4YF9V1W,76.64,0.0,Deny
JYGW6GKJRD,216.5,216.5,Deny
IMTA3S3XE2,25.0,25.0,Approve in Full
RPPCFIZUZP,1079.57,0.0,Deny
JME9H4S477,73.78,73.78,Approve in Full
HEIINYR4FB,140.0,100.0,Settle
ZS2RKSAO7D,65.0,50.0,Settle
T7PKMT9GJ2,25.0,25.0,Approve in Full
GSXB1UIWD2,341.0,0.0,Deny
P8BS0S43CR,489.0,244.5,Settle
1M1D825ZXK,12.95,12.95,Approve in Full
BDQRED1CY0,51.98,51.98,Approve in Full
7W7DBW3IEX,200.0,0.0,Deny
0DIHNBXMC0,315.0,0.0,Deny
U3T55N30W9,345.44,241.81,Settle
KQDOJ6SAKI,350.9,0.0,Deny
71498WO3EH,401.86,401.86,Approve in Full
SYBK5NJ7PG,200.0,0.0,Deny
ERHQFEOTB3,168.35,165.0,Approve in Full
M0SJV415FT,320.0,0.0,Deny
YXD1J6D8NZ,218.0,0.0,Deny
V16VZH7X4M,15.82,7.91,Settle
KKIM2N7E8B,369.0,0.0,Deny
TT3GLU7KB5,204.0,0.0,Deny
2R4SRYEKVC,166.0,83.0,Settle
78K5K81RSP,667.28,0.0,Deny
HX2LBWGHLS,250.0,250.0,Approve in Full
DS9UGS09QO,85.86,85.86,Approve in Full
612NIAATUA,189.0,90.0,Settle
K87C66YKZ5,65.0,32.5,Settle
7J0WYG2U7O,4800.0,4560.0,Settle
B4LOIRAP0V,244.0,244.0,Approve in Full
QWQPJMEC5X,8000.0,0.0,Deny
KXW5L33V7N,100.0,100.0,Approve in Full
NLP0AR8WPZ,21.19,0.0,Deny
OPDO8L92N1,15.23,15.23,Approve in Full
O3TKKX8AFU,125.0,125.0,Approve in Full
J5POKR4OE2,89.0,89.0,Approve in Full
HDT7868OL9,215.05,215.05,Approve in Full
1N7T4SI3A9,40.0,20.0,Settle
7NJQZPXCP5,268.74,268.74,Approve in Full
TYLE6ZDZJG,345.0,179.98,Settle
RXKXCKRLQ9,200.0,80.0,Settle
7585FOTPQR,79.99,79.99,Approve in Full
OZO02H4L6A,300.0,125.0,Settle
OUEBTLQ24X,139.0,0.0,Deny
7Z3Z8RR31A,12.0,0.0,Deny
R15HCEZ7J7,125.0,62.5,Settle
BVMHG6BTRI,14.99,14.99,Approve in Full
NPV0DQ4408,2364.27,0.0,Deny
OEDWXIJ283,437.0,0.0,Deny
XNYCAHKHYK,97.84,0.0,Deny
0EI6MBV691,84.79,85.0,Approve in Full
V6UE0AUVG6,196.83,0.0,Deny
44DO4XG7VA,200.0,0.0,Deny
59IFNGI327,108.0,0.0,Deny
EO9D1WHVR2,225.0,0.0,Deny
V2EQGYHDMQ,1088.18,0.0,Deny
AU7LYW6LDL,377.0,0.0,Deny
5DRKXUQ6KR,200.0,0.0,Deny
BG0HDKA58O,350.0,150.0,Settle
OSSM8ITYWP,33.5,0.0,Deny
TJK5T7KNQM,250.0,0.0,Deny
6T4MG3BCDY,127.75,63.88,Settle
KFZBVBX21Q,200.0,100.0,Settle
I1CAPIKBCR,18.55,18.55,Approve in Full
KVNAFT077J,35.0,0.0,Deny
AEEUK0WY1W,75.0,50.0,Settle
BZXJN6TCK7,1659.18,0.0,Deny
SWH6T635CQ,644.66,0.0,Deny
XIHH7IMFGE,225.07,0.0,Deny
9Q42ESJ2KZ,125.0,62.5,Settle
BWN08YE93H,1164.78,0.0,Deny
AO8IDVSV0N,769.34,402.5,Settle
X8J4LBRX6S,22.0,0.0,Deny
9JSDS56ZJA,150.0,50.0,Settle
HWHNN4U35F,70.0,70.0,Approve in Full
49QG80PYQP,60.0,0.0,Deny
ZLRI5ADVEQ,10.0,10.0,Approve in Full
RZKO6XOGSQ,1125.0,0.0,Deny
9G7293AT6W,596.56,0.0,Deny
K43XUYLAMG,200.0,120.0,Settle
16Z0U2BXM0,122.47,122.47,Approve in Full
L62UCA31PZ,300.0,0.0,Deny
ABN2L0NQCR,15.49,15.49,Approve in Full
LHAS7PG17P,119.97,60.0,Settle
P4C5T0VTCH,200.0,90.0,Settle
0ZP4AW3S5Y,175.0,25.0,Settle
OMXYONPIQ5,19.95,19.95,Approve in Full
JBUFLQ5Q3X,71.22,0.0,Deny
4EW615GKK0,1508.8,0.0,Deny
O71SRMK9SN,159.0,159.0,Approve in Full
WG80RQTMF7,250.0,0.0,Deny
0KSVCJTQYC,175.0,0.0,Deny
OPGP57MJAU,510.0,0.0,Deny
ERW3GG8VF0,1000.0,0.0,Deny
7R7IMOJ4C5,10.0,10.0,Approve in Full
YJKHLMAX1F,455.83,455.83,Approve in Full
HLJP4S4A77,1292.11,1292.11,Approve in Full
MAEPCNMYAC,323.0,318.0,Settle
1PQXSNLVLL,32.23,31.49,Settle
AHR2GNJPQU,1279.79,408.96,Settle
GUB33H0NVX,266.0,0.0,Deny
6HT8NSQDOR,1211.0,569.98,Settle
9T3L0JX2K7,1645.34,706.0,Settle
PEL2OT4AMY,2121.02,0.0,Deny
8IPDS1BRER,80.0,40.0,Settle
58IBF5MHDF,10.0,0.0,Deny
4GV9I7X171,269.32,269.32,Approve in Full
D7UHITHZQT,666.79,0.0,Deny
ZRWDYD4NJ4,3315.0,2970.0,Settle
JQBGHAVANK,150.0,150.0,Approve in Full
0APNISPMQ8,852.0,0.0,Deny
L5LVCPU0BO,15.0,15.0,Approve in Full
Q2BQD22FGH,195.0,195.0,Approve in Full
G9J9KAYHIK,188.92,91.16,Settle
HE6Q5E3SPL,85.0,85.0,Approve in Full
7K7G2UAVEZ,5500.0,0.0,Deny
RQFL6C3AFE,14.0,0.0,Deny
6WJBMZPOKP,400.0,400.0,Deny
K4R4HP15QS,160.0,80.0,Settle
X5OVIMC9FK,1294.92,0.0,Deny
44ICSKT0G5,13.49,13.49,Approve in Full
1S7JNT778E,125.0,62.5,Settle
SAWCEAY8TR,292.86,0.0,Deny
44F72E9FWP,64.64,64.64,Approve in Full
MQKBWNTGNP,20.0,20.0,Approve in Full
AZHTSOFK6H,200.0,0.0,Deny
RA7W1IOUAB,100.0,100.0,Deny
ZJRBJPVVDX,1363.9,1363.9,Approve in Full
IUHT0MBB8J,20.0,0.0,Deny
YVX0FW0G24,117.64,117.64,Approve in Full
85TWGAMH7U,16.94,16.94,Approve in Full
1QY5QU0O7Z,20.0,0.0,Deny
JUK9CHEP0V,32.99,0.0,Deny
35Q16DRO1K,636.6,0.0,Deny
GXHVM91JKY,5551.3,0.0,Deny
IRDIXDA9IU,48.0,48.0,Approve in Full
PHKH276HNF,3711.99,0.0,Deny
NQYIRSDTGB,450.0,150.0,Settle
ELWRYCN0IT,1500.0,0.0,Deny
7CBTZY2ZIY,65.0,65.0,Approve in Full
2CIEWSB3DY,17.0,17.0,Approve in Full
3N7NHNLQOI,100.95,53.0,Settle
38R9DZT9AF,431.34,262.63,Settle
3LNFOD57AF,103.89,0.0,Deny
UAIAYE7LAN,361.42,0.0,Deny
FLROUKBWZV,160.0,0.0,Deny
IQAIAJWBQX,324.83,0.0,Deny
J49FH99MXP,1140.0,975.0,Settle
QDB5ZH27AS,131.09,0.0,Deny
N7GB572MQF,154.0,77.0,Settle
85NMXSGCW7,3900.0,0.0,Deny
OE9C4HQT2W,319.71,0.0,Deny
GCXYM8Z7GX,451.5,0.0,Deny
W874QYTAL9,50.0,0.0,Deny
5LTLHA6MBL,938.0,0.0,Deny
AILS02C3EN,1750.0,1121.95,Settle
BTVNMTCZTP,213.0,0.0,Deny
C0V9R893UL,127.0,127.0,Approve in Full
R3KZ0S802M,11861.0,0.0,Deny
